VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesPrice,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
9552,M S WALKER INC,20767,Chehalem Inox Chard Wlmt Vly,13,20,750,26,342,69,700,1379,8,55552,1037,75,3,4
1392,CONSTELLATION BRANDS INC,17129,Simply Naked Undressed Red,3,4,750,122,342,122,193,523,14,79529,182,35,1,2
1392,CONSTELLATION BRANDS INC,29202,La Terre Chard Cal,4,5,750,95,341,84,121,461,9,79529,120,26,1,1
9815,WINE GROUP INC,37530,Glen Ellen Pnt Grigio RSV,5,8,1500,75,341,70,167,550,16,27100,210,38,1,2
1392,CONSTELLATION BRANDS INC,21633,Wild Horse Pnt Nr CC,7,11,375,48,340,36,143,396,2,79529,55,14,1,1
9165,ULTRA BEVERAGE COMPANY LLP,6457,Fetzer Valley Oaks Cab Svgn,7,11,750,48,340,37,138,415,4,68055,74,18,1,1
9165,ULTRA BEVERAGE COMPANY LLP,21112,Wicked Bold Cab Svgn,7,10,750,50,340,28,110,280,3,68055,-60,-22,1,1
6785,PALM BAY INTERNATIONAL INC,18432,Bertani Amarone 1993,113,170,750,3,340,12,1190,2040,1,13605,1700,83,4,6
10754,PERFECTA WINES,17413,Ch Leoville Barton 10 St Jul,85,166,750,4,340,32,2470,4160,4,28721,3820,92,8,12
3252,E & J GALLO WINERY,13716,Tisdale Vyds Pnt Nr,3,4,750,130,339,124,164,495,14,61967,155,31,1,1
4425,MARTIGNETTI COMPANIES,25203,Aveleda Follies,9,13,750,38,338,264,2026,3429,29,144929,3091,90,7,10
9552,M S WALKER INC,21083,Wild Ridge Pnt Nr Sonoma Cst,28,42,750,12,338,4,168,168,0,55552,-170,-101,0,0
1587,VINEYARD BRANDS INC,42080,Evans Nine Stones Brs Shiraz,9,14,750,36,338,44,379,574,5,6070,236,41,1,2
4692,KOBRAND CORPORATION,19403,The Seeker Rose,9,14,750,36,338,8,70,112,1,9139,-226,-202,0,0
10754,PERFECTA WINES,17159,Quattro Mani Montepulciano,9,14,750,36,338,58,434,811,6,28721,473,58,2,2
10754,PERFECTA WINES,25651,Long Barn Pnt Nr,9,14,750,36,338,1,14,14,0,28721,-324,-2316,0,0
90011,FORTUNE WINE BROKERS LLC,13734,Virginie Taunt Svgn Blanc,9,15,750,36,338,37,73,542,4,239,204,38,1,2
90024,VINILANDIA USA,27497,Vinecol Organic Malbec,9,14,750,36,338,24,28,336,3,2803,-2,-1,1,1
9815,WINE GROUP INC,35837,Franzia Rhine Tap,12,18,5000,28,338,13,126,234,10,27100,-104,-45,0,1
653,STATE WINE & SPIRITS,25542,Dom des Chasseignes Sancerre,14,20,750,25,338,6,120,120,1,8015,-218,-182,0,0
2242,DELICATO VINEYARDS INC,44338,Irony Chard Napa,6,12,750,58,338,70,187,594,8,7983,257,43,1,2
10754,PERFECTA WINES,5384,Widow's Migaki Shochu,24,33,750,14,337,40,891,1320,32,28721,982,74,3,4
7749,R.P.IMPORTS INC,19606,Ch Fontenil Fronsac 10,31,45,750,11,337,20,405,900,2,92,563,63,2,3
1392,CONSTELLATION BRANDS INC,19337,Robert Mondavi Chard Rsv,28,42,750,12,336,4,84,168,0,79529,-168,-100,0,1
7153,PINE STATE TRADING CO,23831,Manon Rose de Provence,9,14,750,36,336,80,968,1359,9,15885,1023,75,2,4
90010,VINEXTRA INC,25688,Quinta dos Murcas Rsv Red Al,28,42,750,12,336,12,42,504,1,525,168,33,1,2
90011,FORTUNE WINE BROKERS LLC,25791,Girasole Pnt Nr,9,15,750,36,336,18,102,267,2,239,-69,-26,1,1
9815,WINE GROUP INC,13724,Big House White,7,18,3000,47,336,98,538,1067,44,27100,731,69,2,3
653,STATE WINE & SPIRITS,20467,Pali Wine Co Chard Durell Vy,34,50,750,10,336,16,350,800,2,8015,464,58,2,2
4692,KOBRAND CORPORATION,24720,Tenuta Sette Ponti Crognolo,19,28,750,18,334,39,672,1092,4,9139,758,69,2,3
8892,TRINCHERO FAMILY ESTATES,13447,Sutter Home Muscato,4,6,750,84,333,70,90,419,8,11596,86,20,1,1
2000,SOUTHERN WINE & SPIRITS NE,12394,Argiolas SerraLori Rose 13,5,7,750,72,333,60,136,503,7,19017,170,34,1,2
4692,KOBRAND CORPORATION,16888,The Seeker Chard,9,14,750,36,333,9,126,126,1,9139,-207,-165,0,0
90024,VINILANDIA USA,20038,Torii Mor Pnt Nr Deux Verres,24,35,750,14,333,17,175,595,2,2803,262,44,1,2
7153,PINE STATE TRADING CO,12506,Piazzo Barolo,26,37,750,13,332,7,182,254,1,15885,-78,-31,1,1
653,STATE WINE & SPIRITS,17093,Guidobono Barbera D'Alba,9,14,750,36,331,36,84,504,4,8015,172,34,1,2
4692,KOBRAND CORPORATION,17916,Tenuta San Guido 09 Sassacia,110,170,750,3,331,12,1020,2040,1,9139,1709,84,4,6
2000,SOUTHERN WINE & SPIRITS NE,24197,Route 128 Est Viognier Yrkvl,14,20,750,24,331,1,20,20,0,19017,-311,-1556,0,0
4425,MARTIGNETTI COMPANIES,44176,Three Saints Cab Svgn,14,20,750,24,331,0,0,0,0,144929,-331,#NAME?,0,0
10754,PERFECTA WINES,24584,Moshin Vyds Pnt Nr Est Grown,28,40,750,12,331,0,0,0,0,28721,-331,#NAME?,0,0
653,STATE WINE & SPIRITS,20192,Byrrh Apertif,11,17,750,30,331,44,143,690,5,8015,359,52,1,2
4425,MARTIGNETTI COMPANIES,46083,Dom de Reuilly Pierre Plates,7,10,750,48,331,47,330,470,5,144929,139,30,1,1
4425,MARTIGNETTI COMPANIES,14133,Yellow Tail Tree Free Chard,6,8,750,60,331,41,64,328,5,144929,-3,-1,1,1
653,STATE WINE & SPIRITS,41411,Bodini Malbec Mendoza,9,13,750,37,329,38,159,458,4,8015,128,28,1,1
90024,VINILANDIA USA,23361,Boundary Breaks Rsl Rsv #198,14,20,750,24,329,18,320,360,2,2803,31,9,1,1
4425,MARTIGNETTI COMPANIES,23075,Madrigal Petite Sirah,12,17,750,28,328,406,3636,6898,45,144929,6570,95,15,21
4425,MARTIGNETTI COMPANIES,12199,Rochioli RRV Chard Cal,36,55,750,9,328,29,990,1595,3,144929,1267,79,3,5
90011,FORTUNE WINE BROKERS LLC,2572,Tatoosh Whiskey,36,51,750,9,328,31,1348,1605,24,239,1277,80,3,5
653,STATE WINE & SPIRITS,20567,The Immortal Zin,8,12,750,42,327,42,72,504,5,8015,176,35,1,2
3252,E & J GALLO WINERY,45874,Gallo Twin Vly Pnt Grigio,4,5,187,87,327,66,264,362,2,61967,35,10,1,1
4425,MARTIGNETTI COMPANIES,385,Leopold GourmelAge Des Epic,327,448,750,1,327,0,0,0,0,144929,-327,#NAME?,0,0
4950,LATITUDE BEVERAGE COMPANY,23975,Ninety+Cellars Lot 123 Chard,9,14,750,36,327,17,140,238,2,1610,-89,-37,0,1
90047,CRUSH WINES,25464,Eden Rose Cider Keg,163,251,20000,2,327,2,503,503,6,1458,176,35,1,2
2000,SOUTHERN WINE & SPIRITS NE,16047,Entwine Pnt Grigio,7,14,750,48,326,39,182,546,4,19017,219,40,1,2
7153,PINE STATE TRADING CO,24026,Bella Bellina FrongoLata,7,10,750,48,326,32,260,320,4,15885,-7,-2,1,1
9165,ULTRA BEVERAGE COMPANY LLP,23679,A Bichot Secret de Fam PN,14,20,750,24,326,5,100,100,1,68055,-226,-227,0,0
10754,PERFECTA WINES,26314,OTWC Pnt Nr Willamete Vly,14,20,750,24,326,7,120,140,1,28721,-186,-133,0,0
1392,CONSTELLATION BRANDS INC,12592,Ravenswood Big River Znfdl,18,27,750,18,326,48,930,1329,5,79529,1003,75,3,4
660,SAZERAC NORTH AMERICA INC.,1888,El Toro Silver Tequila,5,7,1000,61,326,65,400,519,68,17932,194,37,1,2
4425,MARTIGNETTI COMPANIES,23196,Yellow Tail Sangria Bubbles,3,10,750,96,325,134,220,669,15,144929,343,51,1,2
10754,PERFECTA WINES,24365,Mommessin Les Gr Morgon C Py,17,25,750,19,325,12,300,300,1,28721,-25,-8,1,1
8673,STE MICHELLE WINE ESTATES,24346,Antinori Badia Chianti Clsc,25,42,750,13,325,12,380,456,1,15920,131,29,1,1
6785,PALM BAY INTERNATIONAL INC,24279,Fontanafredda La Rosa Barolo,46,70,750,7,324,19,910,1330,2,13605,1005,76,3,4
90024,VINILANDIA USA,26300,Brooks Rsl Willamette,14,20,750,24,324,1,20,20,0,2803,-304,-1522,0,0
10754,PERFECTA WINES,24053,Ozeki Yamadanishiki Jun Sake,7,10,300,48,324,54,280,539,2,28721,215,40,1,2
8892,TRINCHERO FAMILY ESTATES,12021,Jargon Pinot Nr CA,5,8,750,60,323,50,208,459,6,11596,136,30,1,1
4425,MARTIGNETTI COMPANIES,18130,Castello Di Ama Chianti,25,37,750,13,323,84,1997,3107,9,144929,2784,90,6,10
10754,PERFECTA WINES,36360,Saarstein Riesling QbA,9,15,750,36,323,102,1081,1495,11,28721,1172,78,3,5
90011,FORTUNE WINE BROKERS LLC,25792,Girasole Cab Svgn,9,13,750,36,323,20,110,278,2,239,-45,-16,1,1
90024,VINILANDIA USA,24589,Navardia Rioja Organic,9,13,750,36,323,18,78,234,2,2803,-89,-38,1,1
9552,M S WALKER INC,17375,Legacy Red Alexander Valley,36,76,750,9,322,26,901,1378,3,55552,1056,77,3,4
1703,ALISA CARR BEVERAGES,90080,Ch Cantenac Brown Margaux 11,40,60,750,8,322,30,360,1800,3,172,1478,82,4,6
4425,MARTIGNETTI COMPANIES,21363,Perez Cruz Carmenere Ltd Ed,13,20,750,24,322,120,1479,2399,13,144929,2077,87,5,7
10754,PERFECTA WINES,23186,Morgan Winery Double L  Rsl,13,23,750,24,322,145,2437,3334,16,28721,3011,90,6,10
17037,Dunn Wine Brokers,25759,Angels Landing Pnt Nr Sonoma,13,20,750,24,322,4,80,80,0,358,-242,-303,0,0
4425,MARTIGNETTI COMPANIES,22615,Freixenet Cordon Negro Brut,5,8,375,60,322,76,312,607,4,144929,286,47,1,2
9552,M S WALKER INC,18937,Yangarra Est Vyd 10 Shiraz,18,30,750,18,320,20,354,551,2,55552,230,42,1,2
1590,DIAGEO CHATEAU ESTATE WINES,23209,Uppercut Meritage,13,20,750,24,320,12,200,240,1,7260,-80,-33,1,1
4425,MARTIGNETTI COMPANIES,17086,Harrison Clarke Syrah,27,40,750,12,320,45,1200,1800,5,144929,1480,82,4,6
9165,ULTRA BEVERAGE COMPANY LLP,25695,Carpineto Molin Vecchio,16,24,750,20,320,20,264,480,2,68055,160,33,1,2
10754,PERFECTA WINES,26515,West Side Wine Co Cab Svgn,11,16,1000,30,320,14,64,224,2,28721,-96,-43,0,1
2242,DELICATO VINEYARDS INC,22449,Bota Brick Pnt Grigio,7,12,1500,48,320,37,348,388,8,7983,68,18,1,1
9744,FREDERICK WILDMAN & SONS,21084,Glazebrook Svgn Bl Marlboro,9,13,750,36,318,21,169,273,2,4000,-45,-17,1,1
90011,FORTUNE WINE BROKERS LLC,16957,Circa Pinot Grigio,9,12,750,36,318,36,38,456,4,239,137,30,1,1
90024,VINILANDIA USA,21333,Mas Carlot Marsanne Roussann,9,13,750,36,318,21,104,273,2,2803,-45,-17,1,1
9815,WINE GROUP INC,19254,Yosemite Road Moscato,2,3,750,132,318,132,52,461,15,27100,143,31,1,1
10050,Russian Standard Vodka,3622,Spud Potato Vodka,14,20,750,22,318,39,259,721,31,733,403,56,2,2
4425,MARTIGNETTI COMPANIES,14526,Girardin Bourg St Vncn Chard,13,20,750,24,318,0,0,0,0,144929,-318,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,14782,Penfolds Bin 138 GSM,26,40,750,12,318,3,120,120,0,144929,-198,-165,0,0
4425,MARTIGNETTI COMPANIES,27617,Trefethen Merlot Napa,26,40,750,12,318,12,40,480,1,144929,162,34,1,2
10754,PERFECTA WINES,10707,Howling Moon Pnt Grigio Lodi,7,10,750,48,318,46,260,460,5,28721,142,31,1,1
480,BACARDI USA INC,4304,Bacardi Mango Fusion,1,1,50,401,317,3719,1749,3682,191,89286,3365,91,9,12
10754,PERFECTA WINES,17384,20 Mile 09 Brdx Superior,24,52,750,13,316,52,1050,1949,6,28721,1633,84,4,6
1392,CONSTELLATION BRANDS INC,15328,Rex Goliath Svgn Bl,8,11,1500,42,316,32,125,367,7,79529,50,14,1,1
9815,WINE GROUP INC,37732,Corbett Canyon Merlot,9,13,3000,36,316,24,104,312,11,27100,-4,-1,1,1
1601,VRANKEN AMERICA,20130,Pommerey Brut Rose Champagne,39,60,750,8,316,26,900,1560,3,1049,1244,80,3,5
1128,BROWN-FORMAN CORP,27907,Sonoma-Cutrer Pierres Chard,26,40,750,12,316,12,160,480,1,68602,164,34,1,2
17037,Dunn Wine Brokers,23809,Angels Landing Chard,13,20,750,24,316,6,120,120,1,358,-196,-163,0,0
90047,CRUSH WINES,14676,Culpeo Pnt Nr,7,10,750,48,315,48,101,498,5,1458,182,37,1,2
9744,FREDERICK WILDMAN & SONS,18246,Churchill's Vintage Port 11,32,46,375,10,315,9,276,414,1,4000,99,24,1,1
1392,CONSTELLATION BRANDS INC,19245,Hidden Crush Chard Cntrl Cst,7,10,750,47,315,25,170,250,3,79529,-65,-26,1,1
7153,PINE STATE TRADING CO,20889,La Lecciaia Brunello di Mont,26,38,750,12,314,37,950,1406,4,15885,1091,78,3,4
10754,PERFECTA WINES,13918,Stellar Organics Cab Svgn,9,13,750,36,314,27,104,351,3,28721,37,10,1,1
4425,MARTIGNETTI COMPANIES,18212,Pulenta Est Malbec Mendoza,17,26,750,18,314,130,2105,3379,14,144929,3065,91,7,11
4950,LATITUDE BEVERAGE COMPANY,27546,NinetyCellars Lot 50 Prosec,13,20,1500,24,314,13,160,260,3,1610,-54,-21,1,1
7153,PINE STATE TRADING CO,25834,Dry Creek Chard Sonoma Cnty,13,20,750,24,314,7,140,140,1,15885,-174,-124,0,0
9815,WINE GROUP INC,15297,Flip Flop Rsl,4,8,750,79,314,64,248,511,7,27100,198,39,1,2
653,STATE WINE & SPIRITS,2921,Full Throttle Strwbry Whisky,15,20,750,21,313,89,1299,1779,70,8015,1466,82,4,6
3951,HIGHLAND WINE MERCHANTS LLC,26655,Castignano Marche Sangiovese,9,13,750,36,313,1,13,13,0,29,-300,-2222,0,0
3951,HIGHLAND WINE MERCHANTS LLC,24853,Cantine Cantena Fiano Avelno,13,19,750,24,312,17,152,323,2,29,11,3,1,1
9552,M S WALKER INC,38726,McWilliams Hanwood Cab Svgn,5,12,750,67,312,128,274,946,14,55552,634,67,2,3
3252,E & J GALLO WINERY,13697,Liberty Creek Vyds Moscato,5,8,1500,59,312,36,104,288,8,61967,-24,-9,1,1
10754,PERFECTA WINES,23173,Four Star Cab Svgn,9,14,750,33,312,285,1539,3987,32,28721,3675,92,9,13
4692,KOBRAND CORPORATION,15545,M Chiarlo Barolo Cerequio,52,80,750,6,312,11,800,880,1,9139,568,65,2,3
4425,MARTIGNETTI COMPANIES,25462,Buehler Estate Cab Svgn Napa,21,33,750,15,312,131,2287,4272,15,144929,3960,93,9,14
9552,M S WALKER INC,22823,Fincas de Ganuza 03 Rsva,31,54,750,10,311,10,54,540,1,55552,229,42,1,2
17037,Dunn Wine Brokers,16069,Voila Cellars Pnt Nr,13,19,750,24,310,3,57,57,0,358,-253,-444,0,0
1650,Circa Wines,24783,Bagordi Crianza Rioja,13,19,750,24,310,0,0,0,0,212,-310,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,131,J Lohr Carols Vyd Svgn Bl,10,16,750,30,310,14,128,224,2,144929,-86,-38,0,1
7153,PINE STATE TRADING CO,46817,Alexander Vly Vyds Sin Znfdl,13,20,750,24,310,24,40,480,3,15885,170,35,1,2
9165,ULTRA BEVERAGE COMPANY LLP,23854,Mazzocco Cab Svgn Sonoma,13,20,750,24,310,5,60,100,1,68055,-210,-210,0,0
10754,PERFECTA WINES,24274,Armand Kabinett Rsl,13,20,750,24,310,30,500,578,3,28721,268,46,1,2
1128,BROWN-FORMAN CORP,4329,Herradura Anejo LaCaretta DB,52,65,750,6,309,6,65,390,5,68602,80,21,1,1
516,BANFI PRODUCTS CORP,22402,Aska Bolgheri Rosso,19,29,750,16,309,15,203,435,2,8510,126,29,1,1
3924,HEAVEN HILL DISTILLERIES,614,J W Dant Bourbon,17,23,1750,18,309,21,115,483,39,14070,174,36,1,2
12546,JIM BEAM BRANDS COMPANY,335,Canadian Club Sherry Cask,17,23,750,18,309,18,23,414,14,123881,105,25,1,1
17035,PERNOD RICARD USA,25457,GH Mumm Cordon Rouge,309,472,9000,1,309,1,472,472,1,123780,164,35,1,2
10754,PERFECTA WINES,6416,La Fee NV Absinthe,15,23,750,21,309,28,440,560,22,28721,251,45,1,2
3252,E & J GALLO WINERY,24252,Barefoot Summer Red Spritzer,5,8,250,57,308,46,144,368,2,61967,60,16,1,1
8673,STE MICHELLE WINE ESTATES,16153,Villa Mount Eden Gran Rs Pnt,9,12,750,36,308,36,37,450,4,15920,142,32,1,1
10754,PERFECTA WINES,19344,Montebuena Rioja,9,13,750,36,308,15,52,195,2,28721,-113,-58,0,1
4692,KOBRAND CORPORATION,10336,Poema Brut Cava Penedes,8,12,750,38,308,31,252,372,3,9139,64,17,1,1
2000,SOUTHERN WINE & SPIRITS NE,19632,Ch de Pez 10 St Estephe Brdx,28,46,750,11,307,13,86,559,1,19017,252,45,1,2
4425,MARTIGNETTI COMPANIES,19700,Heinrich Vollmer Riesling,8,12,750,37,306,72,635,863,8,144929,557,65,2,3
4425,MARTIGNETTI COMPANIES,18770,Enza Prosecco,13,19,750,24,306,5,76,95,1,144929,-211,-222,0,0
10754,PERFECTA WINES,43539,Fantinel Prosecco,13,19,750,24,306,1,19,19,0,28721,-287,-1510,0,0
12331,STELLAR IMPORTING CO LLC,27440,Achaia Cellars Retsina,6,9,1000,48,306,21,85,199,3,119,-106,-53,0,1
3252,E & J GALLO WINERY,8699,Livingston Rhine Calif,5,7,1500,66,306,59,95,465,13,61967,160,34,1,2
3252,E & J GALLO WINERY,36540,Liberty Creek Prem RSV Merlo,5,8,1500,57,306,51,120,407,11,61967,102,25,1,1
3252,E & J GALLO WINERY,18084,Madria Sangria Moscato,4,6,750,76,306,65,180,389,7,61967,84,22,1,1
9815,WINE GROUP INC,13871,Yosemite Road Cab Svgn,2,3,750,132,305,132,84,461,15,27100,156,34,1,2
2876,CENTEUR IMPORTS LLC,24694,Cormons Schioppettino,9,13,750,34,305,28,195,364,3,32,59,16,1,1
8352,LUXCO INC,5825,Arrow Blackraspberry Liqueur,6,8,750,48,304,48,104,384,38,10262,79,21,1,1
9552,M S WALKER INC,25325,Gran Moraine Y-C Chard OR,25,37,750,12,304,1,37,37,0,55552,-267,-722,0,0
4425,MARTIGNETTI COMPANIES,21259,Paul Hobbs Crossbarn Rose PN,13,19,750,24,304,59,551,1120,7,144929,817,73,2,4
10754,PERFECTA WINES,21432,Ch Grande Pontet St Emilion,25,39,750,12,304,6,234,234,1,28721,-70,-30,1,1
1392,CONSTELLATION BRANDS INC,39665,Alice White Lexia Muscato,5,8,750,60,304,65,273,513,7,79529,209,41,1,2
10754,PERFECTA WINES,23896,Riebeek Cellars Cape Rose,8,13,750,40,303,197,1858,2559,22,28721,2256,88,5,8
2000,SOUTHERN WINE & SPIRITS NE,13045,Double Decker Red,4,13,750,79,303,224,308,1801,25,19017,1498,83,3,6
12546,JIM BEAM BRANDS COMPANY,712,Cruzan Citrus Flavored Rum,8,11,750,38,302,102,385,1121,80,123881,819,73,3,4
9552,M S WALKER INC,24553,Ch Lassegue 2/05-09-10 6 Pak,302,468,750,1,302,0,0,0,0,55552,-302,#NAME?,0,0
4425,MARTIGNETTI COMPANIES,26084,Gravel Bar Cab Svgn Columbia,13,19,750,24,302,2,19,38,0,144929,-264,-695,0,0
5612,MILTONS DISTRIBUTING CO,20234,Ch Marquis d'Alesme,25,37,750,12,302,12,37,444,1,9,142,32,1,1
10000,MAJESTIC FINE WINES,17927,La Crema Pnt Nr Anderson Vly,25,37,750,12,302,4,74,148,0,17588,-154,-104,0,0
10754,PERFECTA WINES,11181,Fantinel Brut Rose,13,19,750,24,302,10,133,190,1,28721,-112,-59,0,1
10754,PERFECTA WINES,12475,Ch Beauchene Prm Terroir CDR,13,19,750,24,302,7,133,133,1,28721,-169,-127,0,0
2000,SOUTHERN WINE & SPIRITS NE,25771,Juve y Camps Sweet Rsva Spar,10,15,750,30,302,12,140,168,1,19017,-134,-80,0,1
1392,CONSTELLATION BRANDS INC,26405,Simi Dry Rose Sonoma Cnty,8,13,750,36,302,12,104,156,1,79529,-146,-94,0,1
9622,WEIN BAUER INC,25430,Schlink Haus Auslese,8,13,750,36,302,27,175,360,3,222,58,16,1,1
3960,DIAGEO NORTH AMERICA INC,3451,Smirnoff Root Beer Float,8,13,750,40,301,44,223,537,35,257032,235,44,1,2
2242,DELICATO VINEYARDS INC,14961,Stone Barn Cab Svgn,3,5,750,95,301,58,105,278,6,7983,-23,-8,1,1
10754,PERFECTA WINES,19443,Cave de Tain St Joseph Red,14,30,750,21,301,95,924,2042,11,28721,1741,85,5,7
9552,M S WALKER INC,1650,Balcones TX Whisky Single Ba,50,65,750,6,300,6,65,390,5,55552,90,23,1,1
4425,MARTIGNETTI COMPANIES,22647,Guillaume Vrignaud Chablis 1,25,38,750,12,300,12,38,456,1,144929,156,34,1,2
653,STATE WINE & SPIRITS,1120,Jesse James Spiced Bourbon,12,16,750,24,300,24,32,384,19,8015,84,22,1,1
9552,M S WALKER INC,24492,Long Meadow Ranch Svgn Bl,12,19,750,24,300,0,0,0,0,55552,-300,#NAME?,0,0
1392,CONSTELLATION BRANDS INC,12218,R M Woodbridge Moscato,2,8,750,151,299,143,696,1036,16,79529,737,71,1,3
4425,MARTIGNETTI COMPANIES,23109,DeLille Cellars Chaleur Blnc,25,37,750,12,298,31,592,1147,3,144929,849,74,3,4
653,STATE WINE & SPIRITS,20596,Aviary Cab Svgn,12,19,750,24,298,6,80,120,1,8015,-178,-148,0,0
2000,SOUTHERN WINE & SPIRITS NE,16681,Nicolas Potel Wh Burgundy,12,19,750,24,298,7,57,133,1,19017,-165,-124,0,0
9744,FREDERICK WILDMAN & SONS,25425,La Scolca Black Label Gavi,25,36,750,12,298,12,36,432,1,4000,134,31,1,1
90024,VINILANDIA USA,24450,Santa Barbara Winery Pnt Nr,12,19,750,24,298,13,228,247,1,2803,-51,-21,1,1
1392,CONSTELLATION BRANDS INC,21324,Rosatello Sweet Rose,6,9,750,48,298,11,72,99,1,79529,-199,-201,0,0
6213,MHW LTD,967,Chopin Vodka,25,32,1000,12,298,8,256,256,8,9622,-42,-16,1,1
8892,TRINCHERO FAMILY ESTATES,20217,Fancy Pants Red Blend,6,9,750,48,298,38,144,342,4,11596,44,13,1,1
2000,SOUTHERN WINE & SPIRITS NE,21601,Candoni Moscato,10,14,750,30,298,25,275,362,3,19017,65,18,1,1
12546,JIM BEAM BRANDS COMPANY,657,DeKuyper Apricot Brandy,6,8,750,48,297,36,24,288,28,123881,-9,-3,1,1
5992,MCCORMICK DISTILLING CO,977,McCormick Scotch,9,11,1000,33,296,43,356,494,45,1568,198,40,1,2
2000,SOUTHERN WINE & SPIRITS NE,23331,Ch Ducru Beaucaillou 11 Jul,99,150,750,3,296,10,450,1500,1,19017,1204,80,3,5
4425,MARTIGNETTI COMPANIES,23098,DeLille Cellars Doyenne AIX,27,39,750,11,296,24,234,936,3,144929,640,68,2,3
1650,Circa Wines,24784,Roncolato Pnt Grigio Veneto,7,10,750,42,296,42,41,429,5,212,133,31,1,1
4950,LATITUDE BEVERAGE COMPANY,15835,Ninety+Cellars Lot 33 Rose,6,9,750,48,296,62,352,681,7,1610,386,57,1,2
6785,PALM BAY INTERNATIONAL INC,21282,Lunetta Rose Brut,8,12,750,37,296,18,168,216,2,13605,-80,-37,0,1
8673,STE MICHELLE WINE ESTATES,22201,Tormaresca Primitivo,8,12,750,36,296,37,38,492,4,15920,196,40,1,2
3252,E & J GALLO WINERY,21318,Barefoot Refresh Crisp Red,4,6,750,75,296,92,165,546,10,61967,251,46,1,2
4425,MARTIGNETTI COMPANIES,26846,Josh Cellars Craftsman Chard,8,13,750,35,295,22,143,286,2,144929,-10,-3,1,1
1392,CONSTELLATION BRANDS INC,15329,Rex Goliath Moscato,4,8,750,72,295,46,232,302,5,79529,6,2,1,1
1392,CONSTELLATION BRANDS INC,41862,Rex Goliath Shiraz,4,6,750,72,295,29,44,198,3,79529,-97,-49,0,1
3960,DIAGEO NORTH AMERICA INC,7424,Capt Morgan White,12,18,1000,24,295,62,511,960,65,257032,665,69,3,3
9165,ULTRA BEVERAGE COMPANY LLP,21616,Moonstone Plum Sake,1,6,300,225,295,232,64,462,10,68055,167,36,1,2
7245,PROXIMO SPIRITS INC.,927,Hangar One Mandarin Blossom,21,28,750,14,295,14,112,392,11,38995,97,25,1,1
9206,PHILLIPS PRODUCTS CO.,1695,Phillips Union Vanilla Whsky,18,23,750,16,294,12,69,276,9,2212,-18,-7,1,1
653,STATE WINE & SPIRITS,950,Mastersons 10 Yr Old Rye,59,80,750,5,294,21,1440,1680,17,8015,1386,82,4,6
10754,PERFECTA WINES,26246,Emphasis-Ktima Pavlidis-Syrh,25,37,750,12,294,6,37,222,1,28721,-72,-32,1,1
7153,PINE STATE TRADING CO,20610,Cistum Grenacha,12,18,750,24,294,13,36,234,1,15885,-60,-26,1,1
7153,PINE STATE TRADING CO,45082,Hahn Pnt Nr Monterey,8,15,750,36,294,36,24,432,4,15885,138,32,1,1
17035,PERNOD RICARD USA,20498,Jacobs Crk Chard Rsv,3,5,750,95,294,95,120,455,11,123780,162,35,1,2
90047,CRUSH WINES,22659,Iron Horse Wedding Cuvee,24,39,750,12,292,9,312,351,1,1458,59,17,1,1
7255,PSP WINES,22711,Ilauri Bajo Montplc d'Abruzo,10,15,1500,30,292,30,72,540,7,649,248,46,1,2
4425,MARTIGNETTI COMPANIES,18599,Bocelli Sangiovese,12,18,750,24,292,24,18,432,3,144929,140,32,1,1
10754,PERFECTA WINES,46964,Calera Viognier Mt Harlan,24,36,750,12,292,4,72,144,0,28721,-148,-103,0,0
8892,TRINCHERO FAMILY ESTATES,8614,Sutter Home Znfdl,4,6,750,72,292,72,36,431,8,11596,140,32,1,1
9552,M S WALKER INC,25275,Zoe Red by D Skouras,8,12,750,36,292,25,168,300,3,55552,8,3,1,1
480,BACARDI USA INC,5214,Bacardi Party Drinks Rum Run,10,13,1750,30,291,19,288,304,35,89286,13,4,1,1
1650,Circa Wines,18360,Dom de la Damase Grenache,8,12,750,36,290,47,156,564,5,212,274,49,1,2
653,STATE WINE & SPIRITS,18157,Maggio Cab Svgn,6,9,750,48,289,34,103,334,4,8015,44,13,1,1
10754,PERFECTA WINES,10705,Brownstone Chard Cal,6,9,750,48,289,31,72,279,3,28721,-11,-4,1,1
17035,PERNOD RICARD USA,39834,Kenwood Cab Svgn Sonoma,6,9,375,48,289,22,162,198,1,123780,-92,-46,0,1
4425,MARTIGNETTI COMPANIES,22640,Crossbarn Cab Svgn,26,40,750,11,289,11,80,440,1,144929,150,34,1,2
9165,ULTRA BEVERAGE COMPANY LLP,20216,Conti Zecca Negroamaro 10,7,10,750,44,289,1087,4675,10859,121,68055,10570,97,25,38
10754,PERFECTA WINES,42410,Acorn Medley Alegria RRV,17,36,750,17,288,75,825,1934,8,28721,1646,85,4,7
8673,STE MICHELLE WINE ESTATES,28893,Hawk Crest Merlot,4,5,750,81,288,81,110,445,9,15920,156,35,1,2
